Gene ID	source_id	Computed GO Component IDs	Computed GO Function IDs	Computed GO Process IDs	Curated GO Component IDs	Curated GO Function IDs	Curated GO Process IDs
PF3D7_1368900	PF3D7_1368900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1369000	PF3D7_1369000.1	GO:0042765;GO:0016021	N/A	N/A	GO:0042765;GO:0005783	N/A	GO:0016255
PF3D7_1369100	PF3D7_1369100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1369200	PF3D7_1369200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1369300	PF3D7_1369300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1369400	PF3D7_1369400.1	GO:0016021	N/A	N/A	GO:0016020	N/A	N/A
PF3D7_1369500	PF3D7_1369500.1	GO:0005846	GO:0000339	GO:0045292;GO:0051028	N/A	GO:0098808	N/A
PF3D7_1369600	PF3D7_1369600.1	N/A	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_1369700	PF3D7_1369700.1	N/A	GO:0005515	N/A	GO:0005681	N/A	GO:0000398
PF3D7_1369800	PF3D7_1369800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1369900	PF3D7_1369900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1370000	PF3D7_1370000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1370100	PF3D7_1370100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1370200	PF3D7_1370200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1370300	PF3D7_1370300.1	GO:0016021	N/A	N/A	GO:0020036;GO:1903561	GO:0005515	N/A
PF3D7_1370500	PF3D7_1370500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1370800	PF3D7_1370800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1370900	PF3D7_1370900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1371000	PF3D7_1371000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1371200	PF3D7_1371200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1371300	PF3D7_1371300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1371500	PF3D7_1371500.1	GO:0016021	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_1371600	PF3D7_1371600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1371700	PF3D7_1371700.1	GO:0016021	GO:0005524;GO:0004672	GO:0006468	GO:0005737;GO:0005634	GO:0004674	GO:0035556;GO:0044003;GO:0006468
PF3D7_1371800	PF3D7_1371800.1	GO:0016021	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_1371900	PF3D7_1371900.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_1372000	PF3D7_1372000.1	GO:0016021	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_1372100	PF3D7_1372100.1	GO:0016021	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_1372200	PF3D7_1372200.1	N/A	N/A	N/A	GO:0020036;GO:0020020	N/A	N/A
PF3D7_1372300	PF3D7_1372300.1	N/A	N/A	N/A	GO:0043657;GO:0030430;GO:0033644	GO:0005515	N/A
PF3D7_1372400	PF3D7_1372400.1	N/A	GO:0102391	N/A	GO:0020011;GO:0005783;GO:0016020	GO:0004467	N/A
PF3D7_1372500	PF3D7_1372500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1372600	PF3D7_1372600.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1372700	PF3D7_1372700.1	GO:0016021	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1372800	PF3D7_1372800.1	GO:0016021	N/A	N/A	GO:0020036	N/A	GO:0020013
PF3D7_1372900	PF3D7_1372900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1373000	PF3D7_1373000.1	GO:0016021	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1373100	PF3D7_1373100.1	GO:0016021	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1373200	PF3D7_1373200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1373300	PF3D7_1373300.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1373400	PF3D7_1373400.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	GO:0005515	GO:0020033;GO:0020035;GO:0020013
PF3D7_1373500	PF3D7_1373500.1	GO:0016021	GO:0046789	GO:0009405	N/A	N/A	N/A
PF3D7_1400100	PF3D7_1400100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1400200	PF3D7_1400200.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1400300	PF3D7_1400300.1	GO:0016021	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_1400400	PF3D7_1400400.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1400500	PF3D7_1400500.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_1400600	PF3D7_1400600.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1400700	PF3D7_1400700.1	N/A	N/A	N/A	GO:0020036	N/A	GO:0020013
PF3D7_1400800	PF3D7_1400800.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_1400900	PF3D7_1400900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1401000	PF3D7_1401000.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_1401050	PF3D7_1401050.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1401100	PF3D7_1401100.1	GO:0016021	N/A	N/A	GO:0020036;GO:0043657	N/A	N/A
PF3D7_1401200	PF3D7_1401200.1	N/A	N/A	N/A	GO:0020036;GO:0043657;GO:0044538	GO:0005515	N/A
PF3D7_1401300	PF3D7_1401300.1	N/A	GO:0004177	N/A	GO:0030430;GO:0044538	GO:0004177;GO:0004301;GO:0016787;GO:0030507	GO:0020035
PF3D7_1401400	PF3D7_1401400.1	N/A	N/A	N/A	GO:0020005	N/A	N/A
PF3D7_1401500	PF3D7_1401500.1	N/A	N/A	N/A	GO:0016020	GO:0016787;GO:0016788;GO:0016298	N/A
PF3D7_1401600	PF3D7_1401600.1	GO:0016021	N/A	N/A	GO:0043657	GO:0005515	N/A
PF3D7_1401700	PF3D7_1401700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1401800	PF3D7_1401800.1	N/A	GO:0000166	N/A	GO:0020036;GO:0005829	GO:0033265;GO:0004103	GO:0006656;GO:0009410
PF3D7_1401900	PF3D7_1401900.1	N/A	N/A	N/A	N/A	GO:0004309	GO:0006797
PF3D7_1402000	PF3D7_1402000.1	GO:0005737	GO:0046872;GO:0016462	N/A	GO:0005737;GO:0005739	GO:0004309	GO:0006798;GO:0006797
PF3D7_1402100	PF3D7_1402100.1	GO:0016021	GO:0003723;GO:0009982;GO:0106029	GO:0009451;GO:0001522	N/A	GO:0009982	GO:0031119
PF3D7_1402200	PF3D7_1402200.1	N/A	N/A	N/A	GO:0005751;GO:0005739	N/A	N/A
PF3D7_1402300	PF3D7_1402300.1	N/A	N/A	N/A	GO:0005737;GO:0005838;GO:0008541	GO:0004175;GO:0005198	GO:0043248;GO:0006508;GO:0006511
PF3D7_1402400	PF3D7_1402400.1	GO:0005634	GO:0003676;GO:0008270	GO:0000398	GO:0071011	GO:0003723	GO:0008380
PF3D7_1402500	PF3D7_1402500.1	GO:0005840	GO:0046872;GO:0005515;GO:0003735	GO:0006412	GO:0005737;GO:0005634	GO:0031386;GO:0003735;GO:0031625	GO:0019941;GO:0016567
PF3D7_1402550	PF3D7_1402550.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1402600	PF3D7_1402600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1402700	PF3D7_1402700.1	N/A	GO:0003723;GO:0003676	GO:0006396	N/A	N/A	N/A
PF3D7_1402800	PF3D7_1402800.1	N/A	N/A	N/A	GO:0000123;GO:0005634	N/A	N/A
PF3D7_1402900	PF3D7_1402900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1403000	PF3D7_1403000.1	GO:0042995;GO:0005737;GO:0005856	N/A	N/A	N/A	N/A	N/A
PF3D7_1403100	PF3D7_1403100.1	GO:0016021;GO:0005634	N/A	GO:0030261;GO:0000278;GO:0007076	GO:0000779;GO:0000796	GO:0003682;GO:0042393	GO:0051304;GO:0010032;GO:0007076
PF3D7_1403200	PF3D7_1403200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1403300	PF3D7_1403300.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1403400	PF3D7_1403400.1	GO:0005858	N/A	GO:0070286	GO:0005930	N/A	GO:0070286;GO:0060285;GO:0003352
PF3D7_1403500	PF3D7_1403500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1403600	PF3D7_1403600.1	N/A	N/A	N/A	GO:0005783	N/A	GO:0045454
PF3D7_1403700	PF3D7_1403700.1	GO:0016021	N/A	N/A	GO:0005783;GO:0005789	GO:0016410;GO:0050291	GO:0046513;GO:0065002
PF3D7_1403800	PF3D7_1403800.1	GO:0016021	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1403900	PF3D7_1403900.1	N/A	GO:0016787;GO:0004721	N/A	GO:0005634	N/A	N/A
PF3D7_1404000	PF3D7_1404000.1	GO:0030880;GO:0005634	GO:0003899;GO:0000166	GO:0006352;GO:0044237	N/A	N/A	N/A
PF3D7_1404100	PF3D7_1404100.1	N/A	GO:0009055;GO:0020037;GO:0046872	N/A	GO:0020036;GO:0005758;GO:0005746;GO:0005739	GO:0009055	GO:0006123;GO:0006122;GO:0055114
PF3D7_1404200	PF3D7_1404200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1404300	PF3D7_1404300.1	N/A	N/A	N/A	GO:0020009	N/A	N/A
PF3D7_1404400	PF3D7_1404400.1	GO:0005840	GO:0019843;GO:0003735	GO:0006412	GO:0005762;GO:0005739;GO:0000311	GO:0019843;GO:0003735	GO:0032543;GO:0006412
PF3D7_1404500	PF3D7_1404500.1	N/A	GO:0005515	GO:0006396	GO:0005730;GO:0032040	GO:0003723	N/A
PF3D7_1404600	PF3D7_1404600.1	GO:0016021	GO:0004016	GO:0009190;GO:0035556	N/A	GO:0004016	GO:0006171
PF3D7_1404600	PF3D7_1404600.2	GO:0016021	N/A	GO:0009190;GO:0035556	N/A	N/A	N/A
PF3D7_1404600	PF3D7_1404600.3	GO:0016021	N/A	GO:0009190;GO:0035556	N/A	N/A	N/A
PF3D7_1404700	PF3D7_1404700.1	N/A	N/A	N/A	GO:0071944	N/A	N/A
PF3D7_1404800	PF3D7_1404800.1	N/A	N/A	N/A	GO:0020036;GO:0043657	N/A	N/A
PF3D7_1404900	PF3D7_1404900.1	N/A	N/A	N/A	GO:0071944;GO:0005737	N/A	N/A
PF3D7_1405000	PF3D7_1405000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1405100	PF3D7_1405100.1	N/A	N/A	N/A	N/A	GO:0005096	GO:0090630;GO:0006886
PF3D7_1405200	PF3D7_1405200.1	GO:0005794;GO:0030008;GO:0005783	N/A	GO:0016192	GO:0030008	N/A	GO:0006888
PF3D7_1405300	PF3D7_1405300.1	N/A	N/A	N/A	GO:0005759;GO:0005634	GO:0003896;GO:0003887;GO:0003682	GO:0006264;GO:0031297;GO:0009411;GO:0019985
PF3D7_1405400	PF3D7_1405400.1	N/A	GO:0005524;GO:0030983	GO:0006298	GO:0020011;GO:0000228;GO:0000795	GO:0008094	GO:0000710;GO:0007131;GO:0000712
PF3D7_1405500	PF3D7_1405500.1	N/A	N/A	N/A	GO:0005737	GO:0000166	N/A
PF3D7_1405600	PF3D7_1405600.1	N/A	GO:0016491;GO:0004748	GO:0009263;GO:0055114	GO:0005622;GO:0005971	GO:0004748	GO:0009263
PF3D7_1405700	PF3D7_1405700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1405800	PF3D7_1405800.1	GO:0005654	GO:0005515	GO:0000466;GO:0006364;GO:0042254	GO:0070545;GO:0030687	GO:0043021	GO:0000463
PF3D7_1405900	PF3D7_1405900.1	N/A	GO:0003676	N/A	GO:0005737;GO:0005634	GO:0003723;GO:0003729	N/A
PF3D7_1406000	PF3D7_1406000.1	GO:0005737;GO:0005634	GO:0003723;GO:0003729;GO:0003676	GO:0006396;GO:0008380;GO:0006397	N/A	GO:0003723;GO:0003729	N/A
PF3D7_1406100	PF3D7_1406100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1406200	PF3D7_1406200.1	N/A	GO:0003746	GO:0032968	GO:0005634;GO:0008023;GO:0035327	GO:0042393;GO:0031491	GO:0042789;GO:0034728;GO:0070827;GO:0032968;GO:0050684;GO:0006368
PF3D7_1406300	PF3D7_1406300.1	N/A	GO:0008081	GO:0006629	GO:0005829;GO:0020020;GO:0020003	GO:0008889;GO:0008081	GO:0046475;GO:0006644
PF3D7_1406400	PF3D7_1406400.1	N/A	GO:0005515	N/A	GO:0020011	GO:0003723;GO:1990825	N/A
PF3D7_1406500	PF3D7_1406500.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1406600	PF3D7_1406600.1	N/A	GO:0005524;GO:0016887	N/A	GO:0020011;GO:0005737;GO:0009368	GO:0005524;GO:0016887;GO:0005515;GO:0004252	GO:0051301;GO:0034605;GO:0009657;GO:0006986
PF3D7_1406700	PF3D7_1406700.1	GO:0005829;GO:0030904	GO:0004721	GO:0042147	GO:0005737;GO:0005768;GO:0030904	N/A	GO:0006886;GO:0042147
PF3D7_1406800	PF3D7_1406800.1	N/A	N/A	N/A	GO:0009986;GO:0070258;GO:0032991	GO:0003723;GO:0005515	N/A
PF3D7_1406900	PF3D7_1406900.1	GO:0009536	GO:0051539;GO:0008173;GO:0003824;GO:0051536;GO:0046872	GO:0006364	GO:0005741	N/A	GO:0070475;GO:0030488
PF3D7_1407000	PF3D7_1407000.1	GO:0016020	GO:0005515;GO:0005044	N/A	GO:0015030;GO:0031428;GO:0044312;GO:0032040;GO:0020003	GO:0003723;GO:1990259;GO:0044877;GO:0008649	GO:0000494;GO:1990258;GO:0031167
PF3D7_1407100	PF3D7_1407100.1	N/A	GO:0003723;GO:0008168	GO:0006364	GO:0015030;GO:0031428;GO:0005730;GO:0005634;GO:0032040;GO:0005732	GO:0003723;GO:1990259;GO:0008649	GO:0000494;GO:1990258;GO:0031167;GO:0006364
PF3D7_1407200	PF3D7_1407200.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1407300	PF3D7_1407300.1	N/A	N/A	GO:0008380;GO:0006397	GO:0071011	N/A	N/A
PF3D7_1407400	PF3D7_1407400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1407500	PF3D7_1407500.1	N/A	GO:0008168;GO:0046982	N/A	N/A	N/A	GO:0018364;GO:0070476;GO:0042273;GO:0042274;GO:0030488
PF3D7_1407600	PF3D7_1407600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1407700	PF3D7_1407700.1	N/A	N/A	N/A	GO:0070258	N/A	N/A
PF3D7_1407800	PF3D7_1407800.1	N/A	GO:0004190	GO:0006508	GO:0020020;GO:0005634	GO:0003723;GO:0004190	GO:0042540
PF3D7_1407900	PF3D7_1407900.1	GO:0016021	GO:0004190	GO:0006508	GO:0020020	GO:0004190	GO:0042540
PF3D7_1408000	PF3D7_1408000.1	N/A	GO:0004190	GO:0006508	GO:0020020;GO:0005634	GO:0004190	GO:0042540;GO:0009410
PF3D7_1408100	PF3D7_1408100.1	N/A	GO:0004190;GO:0046872	GO:0006508	GO:0020020	GO:0004190	GO:0009410
PF3D7_1408200	PF3D7_1408200.1	GO:0005634	GO:0003677;GO:0003700	GO:0006355	GO:0000792;GO:0005634	GO:0003700;GO:0005515;GO:0043565	GO:0006355
PF3D7_1408300	PF3D7_1408300.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1408400	PF3D7_1408400.1	N/A	GO:0005524;GO:0003677;GO:0003678;GO:0003724;GO:0004386;GO:0016818;GO:0003676	GO:0006139	GO:0005739;GO:0005634	GO:0005524;GO:0003678;GO:0070182	GO:0032508;GO:0045910;GO:1904430;GO:0010569;GO:0090657
PF3D7_1408500	PF3D7_1408500.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1408600	PF3D7_1408600.1	GO:0005840	GO:0003735	GO:0006412	GO:0022627;GO:0005634	GO:0003723;GO:0003735	GO:0000462;GO:0006412
PF3D7_1408700	PF3D7_1408700.1	N/A	N/A	N/A	GO:0005737;GO:0005634	GO:0070530;GO:0004843	GO:0009657;GO:0071947
PF3D7_1408800	PF3D7_1408800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1408900	PF3D7_1408900.1	N/A	GO:0003824;GO:0050660;GO:0017150	GO:0055114;GO:0008033	N/A	GO:0042781;GO:0017150	N/A
PF3D7_1409000	PF3D7_1409000.1	N/A	GO:0005515	GO:0036265;GO:0106004	GO:0005829;GO:0005634;GO:0043527	N/A	N/A
PF3D7_1409100	PF3D7_1409100.1	GO:0016021	N/A	N/A	GO:0020011;GO:0005829	GO:0008106;GO:0004032;GO:0016491	N/A
PF3D7_1409200	PF3D7_1409200.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1409200	PF3D7_1409200.2	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1409300	PF3D7_1409300.1	N/A	GO:0004190	GO:0006508	GO:0005737	GO:0004190	GO:0006508;GO:0009410
PF3D7_1409400	PF3D7_1409400.1	N/A	N/A	N/A	GO:0009986	N/A	N/A
PF3D7_1409500	PF3D7_1409500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1409600	PF3D7_1409600.1	GO:0016021	N/A	N/A	GO:0005737	GO:0016868	N/A
PF3D7_1409700	PF3D7_1409700.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1409800	PF3D7_1409800.1	GO:1990904	GO:0003723;GO:0003676;GO:0005515	N/A	GO:0043186;GO:0005737;GO:0005634;GO:1990904	GO:0003723;GO:0003729	N/A
PF3D7_1409900	PF3D7_1409900.1	GO:0016021;GO:0016020	GO:0004605;GO:0016772	GO:0016024	GO:0005789	GO:0004605	GO:0008654
PF3D7_1410000	PF3D7_1410000.1	GO:0005634	GO:0005515	N/A	GO:0072546	N/A	GO:0034975
PF3D7_1410100	PF3D7_1410100.1	GO:0016021	GO:0016787	N/A	GO:0005737	N/A	N/A
PF3D7_1410200	PF3D7_1410200.1	N/A	GO:0005524;GO:0003883	GO:0044210;GO:0006541;GO:0006221	N/A	GO:0003883;GO:0042802	GO:0006241;GO:0019856
PF3D7_1410300	PF3D7_1410300.1	N/A	GO:0005515	N/A	GO:0030686;GO:0005730	GO:0034511	GO:0000480;GO:0000472
PF3D7_1410400	PF3D7_1410400.1	N/A	N/A	N/A	GO:1903561;GO:0020020;GO:0005634;GO:0020008;GO:0020003	GO:0003723;GO:0005515	N/A
PF3D7_1410500	PF3D7_1410500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1410600	PF3D7_1410600.1	N/A	GO:0005525;GO:0003924	N/A	GO:0005737;GO:0005829;GO:0005850;GO:0005634	GO:0005525;GO:0005515;GO:0003743	GO:0001731;GO:0045903;GO:0006413
PF3D7_1410700	PF3D7_1410700.1	N/A	N/A	N/A	GO:0020011;GO:0020020	GO:0003723	N/A
PF3D7_1410800	PF3D7_1410800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1410900	PF3D7_1410900.1	N/A	N/A	GO:0042254	N/A	N/A	N/A
PF3D7_1411000	PF3D7_1411000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1411000	PF3D7_1411000.2	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1411100	PF3D7_1411100.1	N/A	N/A	N/A	GO:0009986	N/A	N/A
PF3D7_1411200	PF3D7_1411200.1	GO:0016021	GO:0004252	GO:0006508	GO:0005739	N/A	N/A
PF3D7_1411300	PF3D7_1411300.1	N/A	N/A	N/A	GO:0005737;GO:0043231;GO:0031982	GO:0030276	GO:0072318;GO:0072583;GO:0006898
PF3D7_1411400	PF3D7_1411400.1	N/A	GO:0008408;GO:0005524;GO:0003677;GO:0003678;GO:0003887;GO:0003676	GO:0006260;GO:0006261;GO:0006139	GO:0020011	GO:0008408;GO:0003678;GO:0003896;GO:0003887;GO:0005515;GO:0003697	GO:0045004;GO:0034599;GO:0033259
PF3D7_1411500	PF3D7_1411500.1	N/A	N/A	N/A	GO:0005730	GO:0003723	GO:0042274
PF3D7_1411600	PF3D7_1411600.1	GO:0016021	GO:0005525;GO:0000166	N/A	GO:0020011;GO:0005739	GO:0003677;GO:0005525;GO:0003924;GO:0043022	N/A
PF3D7_1411700	PF3D7_1411700.1	N/A	GO:0008168	N/A	GO:0005739;GO:0005634	GO:0052907	GO:0070475
PF3D7_1411800	PF3D7_1411800.1	GO:0016021	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_1411900	PF3D7_1411900.1	N/A	GO:0004519;GO:0016788;GO:0046872;GO:0003676	GO:0006308	GO:0071944	GO:0004519	N/A
PF3D7_1412000	PF3D7_1412000.1	N/A	GO:0004519;GO:0016788;GO:0046872;GO:0003676	GO:0006308	GO:0045177	GO:0004519	N/A
PF3D7_1412100	PF3D7_1412100.1	N/A	N/A	N/A	GO:0042555;GO:0005737;GO:0005634	GO:0003682	GO:0006261;GO:0020014
PF3D7_1412200	PF3D7_1412200.1	N/A	N/A	N/A	GO:0005829	N/A	N/A
PF3D7_1412300	PF3D7_1412300.1	N/A	N/A	N/A	GO:0044613	N/A	GO:0006913;GO:0006606
PF3D7_1412400	PF3D7_1412400.1	GO:0016021	GO:0005524;GO:0016307	GO:0046488	GO:0010008;GO:0005739	GO:0000285	GO:0046854
PF3D7_1412500	PF3D7_1412500.1	GO:0005737	GO:0005524	N/A	GO:0005884;GO:0005634	GO:0000146;GO:0005200	GO:0070359;GO:0007010
PF3D7_1412600	PF3D7_1412600.1	GO:0016021	N/A	GO:0008612	GO:0005737	GO:0034038	GO:0008612
PF3D7_1412700	PF3D7_1412700.1	N/A	GO:0005524;GO:0016887	N/A	GO:0005737	GO:0016887	N/A
PF3D7_1412800	PF3D7_1412800.1	N/A	GO:0004379	GO:0006499	GO:0005737;GO:0005634	GO:0004379;GO:0019107;GO:0005515	GO:0018008;GO:0006499;GO:0044409;GO:0035891;GO:0042493;GO:0009410
PF3D7_1412900	PF3D7_1412900.1	N/A	GO:0016746	N/A	GO:0005634	GO:0061631	GO:0043161;GO:0000209
PF3D7_1412900	PF3D7_1412900.2	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1413000	PF3D7_1413000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1413100	PF3D7_1413100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1413200	PF3D7_1413200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1413300	PF3D7_1413300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1413400	PF3D7_1413400.1	GO:0016021;GO:0005840	GO:0003735	GO:0006412	GO:0020011;GO:0005763;GO:0000312;GO:0015935	GO:0003723;GO:0003735	GO:0006412
PF3D7_1413500	PF3D7_1413500.1	N/A	GO:0005524;GO:0016887	N/A	GO:0020011;GO:1990229	GO:0016887;GO:0005515	GO:0016226
PF3D7_1413600	PF3D7_1413600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1413700	PF3D7_1413700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1413800	PF3D7_1413800.1	N/A	GO:0016874;GO:0016740	GO:0017183	N/A	N/A	GO:0017183
PF3D7_1413900	PF3D7_1413900.1	N/A	N/A	N/A	GO:0005737	GO:0051082	GO:0051085;GO:0042026
PF3D7_1414000	PF3D7_1414000.1	GO:0005737;GO:0005634	N/A	N/A	GO:0008541	GO:0061133;GO:0070628;GO:0043130	GO:0006511
PF3D7_1414100	PF3D7_1414100.1	N/A	GO:0003676;GO:0061630;GO:0008270	GO:0006397;GO:0016567	N/A	N/A	N/A
PF3D7_1414200	PF3D7_1414200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1414300	PF3D7_1414300.1	GO:0005840	GO:0003735	GO:0006412	GO:0022625;GO:0005634	GO:0003723;GO:0098808;GO:0003735	GO:0000027;GO:0006412
PF3D7_1414400	PF3D7_1414400.1	GO:0072357;GO:0000164	GO:0016787;GO:0004722	N/A	GO:0020036;GO:0009986;GO:0005737;GO:0005634	GO:0005515;GO:0004722	GO:0044409;GO:0035891;GO:0006470
PF3D7_1414500	PF3D7_1414500.1	N/A	GO:0016301;GO:0016491	N/A	N/A	N/A	N/A
PF3D7_1414600	PF3D7_1414600.1	N/A	GO:0004484	GO:0006370	N/A	GO:0004484	GO:0006370
PF3D7_1414700	PF3D7_1414700.1	N/A	GO:0004843	GO:0016578;GO:0016579;GO:0006511	N/A	N/A	N/A
PF3D7_1414800	PF3D7_1414800.1	N/A	N/A	N/A	GO:0005685;GO:0005686;GO:0071004;GO:0005687;GO:0046540;GO:0005682;GO:0071013;GO:0005737;GO:0005634;GO:0005681	N/A	GO:0008380;GO:0000398
PF3D7_1414900	PF3D7_1414900.1	N/A	GO:0005524;GO:0016887;GO:0004176;GO:0004252	GO:0030163;GO:0006508	GO:0005739;GO:0005782	GO:0004176;GO:0004252	GO:0016485;GO:0006625
PF3D7_1415000	PF3D7_1415000.1	N/A	GO:0016799;GO:0004844	GO:0006281;GO:0006284	GO:0005739;GO:0005634	GO:0004844	GO:0006284;GO:0097510
PF3D7_1415100	PF3D7_1415100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1415200	PF3D7_1415200.1	N/A	GO:0003677;GO:0003899;GO:0046983	GO:0006351	GO:0005736;GO:0005666	GO:0003899	GO:0006351
PF3D7_1415300	PF3D7_1415300.1	N/A	GO:0003723;GO:0003676	N/A	GO:0005737;GO:0005634	GO:0003723;GO:0003729	GO:0010468
PF3D7_1415400	PF3D7_1415400.1	GO:0005737;GO:0005634	GO:0003723	GO:0008380;GO:0006397;GO:0051028;GO:0000184;GO:0006417	GO:0005634	GO:0003729	N/A
PF3D7_1415500	PF3D7_1415500.1	GO:0016021	N/A	N/A	GO:0016020	N/A	N/A
PF3D7_1415600	PF3D7_1415600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1415700	PF3D7_1415700.1	N/A	GO:0003824;GO:0030170;GO:0016740	GO:0009058	GO:0020011;GO:0005737;GO:0005783;GO:0002179;GO:0016020;GO:0017059	GO:0004758	GO:0046513;GO:0030148;GO:0046512
PF3D7_1415800	PF3D7_1415800.1	N/A	GO:0003723;GO:0000179;GO:0008649	GO:0000154;GO:0006364	GO:0005737;GO:0005739	GO:0003677;GO:0005515;GO:0000179;GO:0008649	GO:0006352;GO:0031167;GO:0000154
PF3D7_1415900	PF3D7_1415900.1	N/A	N/A	GO:0006338;GO:0043486	GO:0000812;GO:0005739	GO:0042826;GO:0031491	GO:0043486;GO:0031063
